タイムスタンプ,メールアドレス,第1問　優勝者と思う演奏者を選択してください。,第2問　優勝者と思う演奏者を選択してください。,第3問　優勝者と思う演奏者を選択してください。,第4問　優勝者と思う演奏者を選択してください。,第5問　優勝者と思う演奏者を選択してください。,第6問　優勝者と思う演奏者を選択してください。,第7問　優勝者と思う演奏者を選択してください。,第8問　優勝者と思う演奏者を選択してください。,第9問　優勝者と思う演奏者を選択してください。,第10問　優勝者と思う演奏者を選択してください。,第11問　優勝者と思う演奏者を選択してください。,第12問　優勝者と思う演奏者を選択してください。,第13問　優勝者と思う演奏者を選択してください。,第14問　優勝者と思う演奏者を選択してください。,第15問　優勝者と思う演奏者を選択してください。,第16問　優勝者と思う演奏者を選択してください。,第17問　優勝者と思う演奏者を選択してください。,第18問　優勝者と思う演奏者を選択してください。,第19問　優勝者と思う演奏者を選択してください。,第20問　優勝者と思う演奏者を選択してください。,第21問　優勝者と思う演奏者を選択してください。,第22問　優勝者と思う演奏者を選択してください。,第23問　優勝者と思う演奏者を選択してください。,第24問　優勝者と思う演奏者を選択してください。,第25問　優勝者と思う演奏者を選択してください。,第26問　優勝者と思う演奏者を選択してください。,第27問　優勝者と思う演奏者を選択してください。,第28問　優勝者と思う演奏者を選択してください。,第29問　優勝者と思う演奏者を選択してください。,第30問　優勝者と思う演奏者を選択してください。,第31問　優勝者と思う演奏者を選択してください。,第32問　優勝者と思う演奏者を選択してください。,第33問　優勝者と思う演奏者を選択してください。,第34問　優勝者と思う演奏者を選択してください。,第35問　優勝者と思う演奏者を選択してください。,第36問　優勝者と思う演奏者を選択してください。,第37問　優勝者と思う演奏者を選択してください。,第38問　優勝者と思う演奏者を選択してください。,第39問　優勝者と思う演奏者を選択してください。,第40問　優勝者と思う演奏者を選択してください。,第41問　優勝者と思う演奏者を選択してください。,第42問　優勝者と思う演奏者を選択してください。,第43問　優勝者と思う演奏者を選択してください。,第44問　優勝者と思う演奏者を選択してください。,第45問　優勝者と思う演奏者を選択してください。,第46問　優勝者と思う演奏者を選択してください。,第47問　優勝者と思う演奏者を選択してください。,第48問　優勝者と思う演奏者を選択してください。,第49問　優勝者と思う演奏者を選択してください。,第50問　優勝者と思う演奏者を選択してください。,上記に表示された文字列を貼り付けてください（141文字）。,データの利用,データ利用不可の理由,注意点,,
3/2/2022 21:38:01,,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,14b28a17b22a25b15a36a46b44b41a39a7a5a38b6a8a34a23b32a12a26a20b40a9a11a24b29a37a42a2b43a30b50a21a13a16b35a47a10b1a45b31a49b3a33b48b27b18a19a4a,,,,,
3/2/2022 22:11:58,,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,8b43a27a17a12a31a33b48b24b21a11b18a3b50a49b4a35b30b13b34a15b14a39b1b16b41a20b37b22a2b25a46a19a26b5a10a7a40b36b38a9a42b44b28a47a6b32a23a29b45b,,,Task2のdataなし,,
3/2/2022 22:46:51,,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,26b18b47a9a3a27a33b34b43a7a49a37a6a16a46b40b12a45a35a50b48a24a36a23b10b44a2b30b19a39a28a15a4a1b14a5a38b41b25a13b17b20a22b21b8b31b11a29b42b32a,,,,,
3/3/2022 9:27:49,,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,6a46a49b30b16b42b12b3b9b50b40b45b11b36a20a27a15a29b8b1b44a14a35b22b2b5b34a18b48b39a43a19b7a10b32b13b41a37a31b26b38b33a17b23a28a24a47b25b4a21a,,,,,
3/3/2022 17:37:00,,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,13a9b28a43a30a6b40a23b19b1b47a36a27a50a2a21b17b49a42b37a14a29a5a31b26a12a48b35a8b22a25b16b46a33a44a41b34b18a20b38b32b24b45b4b7b11b3a39a10a15b,,,,,
3/3/2022 18:36:04,,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,10a5a18a15b46b48b20a36b44b3b38a27b9a2a16a45b14b23a22b47a8b34b35a29a39b37b1a33b30a13a7a42a26b50a21b6a4a19a40b12b24a32a43a41a31a11b28a49a17a25b,,,,,
3/3/2022 20:49:48,,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,37a7b44a27b33a40a14a8a18b29b19a48a35a25a50a4a28a43b11b12b47b22b45b3b10a24b31a16b49a46b9a20a32a1a6b38b26a30a34a42a17b23b39b13b21b41a2b36a15a5b,,,,,
3/3/2022 22:27:59,,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,29b1b14a19b23b47a25b31b15b27a17b9a30a33b24a10b48a2a32b37a41b12b26b42b16b5a4a20b3a36b13a44a28b6b11a39b22b49b8a50b43b7a18a40b34b21a35b45b38b46a,,,,,
3/4/2022 14:32:27,,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,42a13b36a7a21b19a3b32a39b9a14a12a6b38b28a10b27b2a48b35b47a23b15a46b22b17a24b43a44a1b8b50b31b33a26a41a40a25a30a29b49a45b11a34b5a18a20a4b37b16a,,,,,
3/4/2022 22:21:26,,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,31b35a33a5b22b21b38a14a19a42b44a27a46a34b36b50b29b25a45a40a8b32a15b23b41a37b24b4a20a3b49b43a11a6b26a18b9b7b48a12a10b1a16a13b39b2b17a28a30b47b,不可,第38問目の回答がない,,,
3/5/2022 1:27:43,,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,24b3a50a6b38a49b30b14b26a43b2a45b25b5a7b34a46a28a31b37a27a32b48b36a41a20a47b19a33b23a39a4b11a18a40a15b13a1b42b44a16b21a12b9b29a8a10a22a35a17a,,,,,
3/5/2022 13:03:36,,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,42a50b43b3b15a7b44a46b24b13b23b38a17b27a18a9a35a25a8a19a6b5a41a12b10b11b45b22b39b33a21a20b29b49a28b40a34a1a2b30a47b31b37b14b16b4a36b48a26b32b,,,,,
3/5/2022 14:25:06,,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,30a39b37a29b10a25a26a13a23b4a28b2b15a43a34a45b12a1a44b9a24b48b49b22a27a21b14b19b11a41b38b50b20b36a40b16b46b8a18a7b47b35a6b32a31b5a17b42b3b33a,,,,,
3/5/2022 23:33:08,,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,33a48b3a37b13a10a16b46b45a43a15a6a39a7a22b12b41a28a11a23b2a38b4a35a17b50b30a21b44b25a8a24a26b29b14b18a1b19a47a5a49a9a32b27a20a34b42a31a36a40a,,,,,
3/6/2022 12:56:34,,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,12a35a1a38b33b13a5a15a30a29b34b47a17b25b4b22a11b39a18a42a24b9a46a48b14a2b40a27a16a41b32a28a21a45a36b44a50a43b3a7a37a31a26a23b10a20b49b19b8a6b,,,,,
